cell_line,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30
BR:MCF7,7.526768566496471,-1.93578534689533,1.353185367219223,-2.995816091213476,-4.7731356039962565,5.4118484856596405,-2.3884004686718474,3.0524847037554825,-6.6416243357762434,0.631160613954522,-3.303240507852949,0.6748807197902355,-2.771022258743061,3.644776443228188,-0.5752979800912361,0.8052698571426277,-1.4265957169086585,1.6928716938757045,-0.2553057573279441,-1.1341444997242738,1.261014165676691,2.118022218611362,-1.9015090722522556,-0.5177098933454499,-1.007916997885627,1.9640234058230164,0.5810729391140996,0.8522585833198731,-1.3399045034686574,-0.2250302750594031
BR:MDA-MB-231,-4.302513097569698,-0.1353407961861473,-4.010841299449923,-1.9201710027710617,1.4182720380602796,-1.0655021307570938,-0.0048308748057299,-0.7183878738785171,1.945626932540698,-1.3329547716367411,1.05729768888959,-1.2679984846612569,0.6911389783071261,0.601268868008055,1.955941716565219,-2.028383425161106,0.6738083279288904,-0.5564622673354304,-1.0786257559272556,1.3300474719995676,1.1312868632022264,1.001983131235924,0.3606576371526153,-1.5725853382031332,-0.3777504454908534,2.6672738478366904,1.275620930734401,-0.6292854362979664,-0.0825415902627068,-1.723665175428824
BR:HS 578T,-3.384235883514251,-6.223645212891244,-1.405341569099814,-4.053038859103891,5.967001803291671,0.6931360872216671,1.4052762183072318,1.690156583053984,0.0508069070670318,-0.0512100990186891,-2.520777050292526,0.4749706764430693,-2.1688402609713937,-2.24614656377508,-3.162617819160872,-3.7449481819009622,0.735006327004411,0.7918292436759791,-1.1188591051528736,1.6645405384381955,4.138643623095821,1.08837222953973,-0.146924101533009,1.1032702638178165,-0.4637958161261883,0.1669925963716059,-0.5466655971681661,-0.0396547471050662,0.428318033098983,-1.3915312899619128
BR:BT-549,-2.760185698739201,-1.7197720519982955,0.0539769107667948,-5.351579754945418,2.0390221777278383,0.5703255934730244,0.8181971225890111,3.678787111570153,-0.6728520495706125,-2.9399853182008826,0.7820736136430172,1.047244792642908,0.6345759838877153,1.6227774056905375,2.460721062226776,0.2213403044498778,0.668868390552663,-1.072864601891388,0.9693121041877184,-1.3079800136277917,1.4249489236042023,-0.9851726334048848,-1.334316225657879,-0.5900516040958559,1.6112514233200657,-2.2958018335618022,-0.6703297555364378,0.3449724848932917,-0.6306051481807651,0.5020325544292285
BR:T-47D,-4.16359400127171,-3.957029644494441,3.4385228480574535,-6.528598627704783,-5.625591340899109,3.1584978444361513,-2.950393472408705,3.2200365069174657,-1.94102039368798,3.915353402120755,0.1534677033039521,0.6668640537234894,1.4518129124019798,2.786520811210932,-0.1229111611464367,-1.4766063935357625,-0.329057636179508,-0.7307517364148252,1.7830842243860303,3.3979932842503437,-1.8966435708395328,-1.8285222841854505,-0.3740260243245614,1.1459740948005104,0.6217923939389978,0.1225153595652106,1.6714964471808704,-0.9419821634661192,-0.3800958103553464,-0.0637931786811329
CNS:SF-268,-0.5282842689031282,2.3060178574229684,1.8653203286352136,-0.3626393405189148,2.3681616636180687,0.6012180999082093,2.9718372169866183,-0.5584793340432224,0.3126425285672653,1.3575391453563928,1.001888570773381,-1.2727515435699517,0.3712842835987398,0.3929173121010237,-0.908142026193124,-0.4360190254564653,-0.0565004342902876,0.3441340484537227,-0.2146009435540475,0.6870611211889847,0.8371972236782569,-0.8524728712170622,-0.4563407924296416,0.4262637874069757,1.057366264273364,0.7227407180537193,0.354336464451927,-0.8579974896534096,-0.0429739571338944,1.2081373906786792
CNS:SF-295,2.853368509278071,-1.3972193109979574,2.59740464309498,-1.1125898822080738,2.8270900335966656,-0.4300588538812084,1.99489707467508,1.5051851638474198,1.6400114162375647,1.4293701400631902,-1.9303980330747603,-0.7667268311237075,-0.7745000103848132,0.8957044591550783,0.3981163564611075,2.774944633984579,-2.3981301750863997,-0.4257332423868484,-0.3831793872375382,0.7371325410819176,-0.4567542199455201,-1.255337779665181,0.3922731755082185,-1.4975683510435858,-0.4855658387153712,1.0561101521527902,-1.0410752926073206,-2.9280832682144156,0.6010688663137251,1.1620770422997826
CNS:SF-539,5.632370960801664,-0.6350281094731993,1.1606346788204596,1.4683275740443944,4.323047009622902,1.0711990941024332,0.4966171255536046,2.531607598458048,1.3942824574639734,-0.2102367754216926,0.1029425812954669,0.5939619802281974,1.7436490775587072,0.3571242973487801,0.9115018639413424,-3.1729268226036145,-1.220527717446157,0.0747607219887485,1.177410912013059,-2.1006463956183414,0.4033906689485095,-1.379818388103455,-2.058019113017618,0.5690769571704744,-0.4885533894331242,-1.8973540748431172,0.2142406744454892,-0.6093026015459477,0.0714132289148527,-2.066123044868987
CNS:SNB-19,-3.685565737872035,5.1884523926457335,-1.096762567269999,-3.308251769334799,3.1310791427503517,1.6974286354566388,3.4383218579201382,-1.1280212047156355,-1.091492123862819,0.76874499977311,-0.9915815744740214,-1.9693852480421865,-1.2445249360161088,-0.956359481282296,1.3679520980369346,2.169863204661511,-1.5253625321026325,0.864473064963761,-0.5604130903730451,-0.2552229756088254,-1.8463477323149315,-1.742878309201015,-0.1081102941469258,1.2053186425921196,0.2309382637719085,-1.3267555006566618,1.6493513758763885,-0.3940468315599272,-1.649511154440984,-0.727650475837381
CNS:SNB-75,1.844948832800673,-10.773792407723166,-0.0299883085497344,-3.868308822036251,4.22302980788276,-1.341743711923026,1.8786916394067348,1.3317586974711195,2.7093716102311873,1.899532521243874,0.1123086873886714,2.892625811009691,-1.701720405274031,-0.9403483286971056,-0.9708806842976916,1.8592471713418064,1.695074463451397,1.750674618490177,-0.7387231521551877,0.3253108031238106,-2.159185805801382,0.8064316754563662,0.391092097127518,3.256307329714337,-1.282102571049182,0.6373563088330441,0.0850334211796037,-0.0437201020642201,0.6005816641909576,-0.843994937921428
CNS:U251,0.9806482423123636,2.5723636224162867,-0.3955681459256123,-1.772791897374835,2.289340843573307,1.3317820471317177,1.873914347974852,-0.8083078740461738,0.5508491111421833,0.4430438389066803,-0.0179190918537798,-2.5695780413876284,-1.157299443558376,-1.2420398605957583,1.140878099770286,-0.8270565546270328,-1.559806825181137,-0.2502491840856127,-0.1609790875010211,0.270491316297653,-1.2885688416645464,-1.282306889490097,0.3345332421932249,-0.3122317321046906,0.6606713871500242,-0.0371658689905561,0.510601454253943,-0.1550963405723266,-1.714724722578758,-0.1314328216970788
CO:COLO 205,2.956393830046971,0.197822402712457,-7.053797379847272,1.415274272437148,-0.5770181392351595,-1.003724775132821,-2.7076358770584865,-0.9369312274765204,-2.2536102173754258,-0.065855307278285,-0.5615631445919277,4.8769382231404546,0.7579894788848622,-0.9592234513125104,3.2145694114315715,-2.6077821265628893,3.135207491175318,0.791302797019588,-2.4195353582476655,1.5349726872899878,0.6864909931359233,-0.7877681107407526,-1.0944397636559653,-0.0271334610202131,-1.728882764441006,-2.756655699825105,1.1748867918291672,-0.4859707915050164,0.6393699530937278,2.1513964149555855
CO:HCC-2998,-1.6307317395582257,5.597838285464508,-2.1284100554052863,1.1957980745398546,-2.1620231092842306,1.3052720551941523,0.7182780841517181,0.2298040677550334,-0.7262800958523018,-1.416501761925711,-2.73346266430885,-0.9030115049433044,0.2058325363246401,1.5846315750797244,-1.543796105923673,2.0851372627065983,2.501300705887887,1.5760608799168931,-0.7100158126340833,-1.083170186809035,0.2343958818485804,-1.4632168173808284,0.4467667819950345,-0.3181652166352393,0.0561321855720308,-0.0732114255214348,0.0582538291478407,-0.4537347873655922,1.912708228629502,0.6783249730577782
CO:HCT-116,4.873331522225006,2.84638206157454,-1.276825897443827,2.462390209503335,-1.557441218683794,0.0631040298325821,-0.7591886952549074,1.3286010665915036,-0.4373988029557728,1.315182690360214,0.2372630807627459,-0.0652281516442458,-0.5064902962794704,-1.2164856571242382,3.5842153504005383,-1.661974122936538,1.0829175850907595,-0.8948371889677312,-1.0979516217423055,0.6140340158879894,-0.9145031058997022,2.6821290664560284,-0.5182619037961754,0.2932431241356201,1.9301062107801628,0.8630647080055811,0.1394023368867877,1.078102545024317,-0.7397922130367608,-0.8131822466674734
CO:HCT-15,-0.9937304537868712,2.61360526445729,3.611677121229956,0.2117981060105247,0.2079936855822262,-4.65422945440502,-3.788850325848552,1.4446194414717943,-1.2511077171919154,-0.630338165777541,-0.849833744811162,1.2702078913204606,-0.0136098801585509,-1.449458947539526,0.9180464585463656,-1.1365970859535408,-0.4774046863668194,-1.212417233681515,-2.374454877269863,-0.7286184973267884,-1.352255214794627,-1.8654911837527404,-0.463604825440279,-0.3727468875245211,1.979302240209404,1.3925520994622418,-1.2902282397346885,-1.2654412081625506,-0.2961434584080529,-1.5284880619302168
CO:HT29,2.351778184083118,0.7060607544104178,-4.895742188325725,2.8225029950227163,-0.6525421132536076,-1.305261920231185,-2.968273919390238,1.1748487356443027,0.9661890624934508,-0.1428591844319029,-1.5603996441358448,1.069705401319465,-0.6976564012422101,0.0688086276517057,-0.2322362020040427,-0.9280895637859689,-1.3365997746440337,0.041207032020783,-0.94409842529873,-0.0310043235373389,-2.080153406283392,-0.7563887059830198,0.9441153359107116,1.6513498016190626,-0.7861889253331061,-1.1368160725737448,-0.8851541607582379,0.5882750917131215,-0.395378139951819,0.2203998724351051
CO:KM12,3.2478962852725797,-1.9559964116730248,-6.5619776777694,3.9612597000056606,7.61277556548826,-4.196265432024454,-4.062328252233163,0.3592234152079846,-5.554747318268767,3.970042319139245,1.6801215449229758,-0.6503929925020084,0.5548114766458023,2.442873833354377,-3.187186161800837,3.5658709546276035,1.418288003245808,-2.8524373473214197,1.4311005119388454,0.0584943303362451,2.4382463835478423,-0.8878231451512918,1.3417997496403915,-0.2941218850801627,0.8053467418008662,0.121193603268137,1.6608131501840286,-0.423392497601743,-0.9372632626700778,-0.3467623422429398
CO:SW-620,1.2648707629996658,5.589242595423946,-3.682628438091872,1.454300398114034,1.0676535767729272,0.3482706699956276,-1.441779435334804,-1.7310724607153132,-2.882254603397526,0.8525817635980929,0.0531352962799505,0.3717030689346165,0.8458907196010321,-1.7051337434791942,1.395741761392294,0.1262713733235541,-0.8525828067442043,0.0948582844798385,0.6385865217811201,-0.4598765903928348,-1.749431397428519,-0.2107538603747122,-1.1682941910691818,0.7750660016594209,0.9378863161028838,0.5211242109644825,-0.388918825230315,-0.9069996931176886,-0.501776790392728,-1.75775867971708
LE:CCRF-CEM,7.979132421940637,3.7546470375151424,3.5905685395250995,-3.914232600680053,-0.6296275163925614,0.2705180394967319,-0.0039472798165375,-5.74396367076814,0.5613172318734524,-2.247135197615868,0.0354708222958977,2.7062340743427327,5.811406604106515,-1.6989814847614215,-1.8865065591609855,1.0773581932183065,1.2498496772726997,-0.0230121318565563,-0.7032450771457501,-0.7663092809533109,1.5312124185021074,-0.0891279132420626,-0.1905281273166927,1.7950918596197507,0.4876340293475616,1.7904228394659574,0.911578820672906,-0.4704599783086912,-0.917326213984862,1.7793605734899895
LE:HL-60(TB),5.995898196996829,3.448330901117592,-1.3824492119764349,-1.4178165912634846,-3.413094964425542,-1.1812546732097309,1.139528682398629,-1.8193994432849,-0.3959211078126128,-3.795526136141694,-0.9251100765210007,-1.818680294392261,-2.1487747226986555,0.2996441524976653,-5.177031547325478,-1.264730448855393,3.576034652643816,-1.3306885301527769,0.5917778624901477,0.4117763536608748,-0.5517736670138103,-1.2037520278105251,-0.6670317934741343,-0.4222862016163169,-0.8925540832478788,-1.4358739864395549,-2.6130187818019537,-0.3336413731883895,-3.7379719636489543,-0.5877431085891941
LE:K-562,5.516520011042206,2.7712577247255115,-1.3971861803876202,0.0302427350037574,1.956605448726873,-3.6733412944098016,-7.10196337252682,5.451338826524208,5.46945703493434,-0.1413312787448819,1.6248908324767348,-3.930653207148696,2.059052248473927,0.2181270421794316,-1.1425166162447404,0.0011565517970123,-1.896939317706565,3.2162801767368965,-0.4775855585516692,2.3816423834895843,0.0081463415491349,0.5739468820264777,-0.6976124799711282,-1.6955266185424522,-1.5132446173858418,-0.3684765350256005,-0.6071771263114175,0.7119747307323839,-0.5581964428131768,1.4619405177860902
LE:MOLT-4,6.094213772884125,1.6312128766914875,4.542088889058383,-1.2306517220713873,-1.587930379743028,1.317804783223495,1.895964013500533,-0.3457531411093739,1.0552374536315274,-1.3211820174004316,1.051827087889426,1.1297366706463965,6.0476043899481935,-0.904635055912482,-1.58679759393322,2.916736397968137,-0.5873359888671317,0.9023860017870527,-0.3943060894135027,3.714139830930838,0.7482579886441586,0.3377262374740941,0.0127837015375947,-0.5778018083934923,0.6616707933305394,-0.7904709266922701,-0.0562422802238006,1.481700154527499,0.2933877917611241,-2.982480558343127
LE:RPMI-8226,2.993427832914896,0.3455319553635844,0.0537822265598218,-7.284563526437283,-2.2409799724367603,-1.2702924436715504,-5.071754924325366,-2.024966452984078,1.127937571920207,0.4797025200097042,-1.6261616563323005,-3.364826932869823,1.4349348287320232,-2.475087536559141,-1.2762180211697245,-1.243470637589569,-1.1111260988392546,-1.6790858064183496,0.9816079943738169,-4.981612797245604,-0.3328098425370419,1.4306039237382022,1.3040665838580443,-0.2342472180223442,-1.4851162489544003,-1.0774891819394088,2.8626900778422444,-0.6496887022105142,1.6852373932486937,-0.3411234460269686
LE:SR,11.541360258781287,-2.013286175304315,1.3898410113117992,0.2920224105800084,0.547106120397538,-0.6175314989933389,-1.0297430899428857,-5.292261292397662,-3.091305713507352,-3.949492300773213,4.969884498424766,1.4466269776744518,-5.145693833615248,-0.2116037878130015,0.6259056868257243,-0.069537791330882,-4.486431661399613,1.5117655272280277,0.668878906250966,0.8979757302885464,1.0505957726091113,-0.2469927215407526,1.0925491498837847,0.12876635568506,0.9070996013511472,-0.3726328828668259,0.5583412665670701,0.2427151715982188,1.690832988878056,0.1675268044928686
ME:LOX IMVI,5.573340443311039,-0.2570410911230172,-0.5636687138281022,3.393791734035653,-1.35999929752319,0.6083322075392256,1.3178950567589331,1.521630405367189,1.579898934022606,-0.2243831973820141,1.5781197074399411,-0.1525005776605017,-0.3262865143045955,0.5399414474031548,0.5055725664726529,-1.8964942376885912,1.2956464364096445,1.6679940412810228,-1.1146703084024063,-0.6891546653379557,0.6237068339296579,0.4666099046760141,0.8140096661629725,-0.7507830600285406,0.2730483668664034,2.417133107220342,0.9413356157811932,0.1680947310207807,-0.641289184775222,0.4824756369461142
ME:MALME-3M,-2.1248788421326257,-2.0417675794517907,-5.7236106406568865,0.7089684573674138,-5.168590690736372,-0.8681372326566739,3.355931261156282,1.6157142516420608,2.010397000945626,0.4714057880705694,1.45425588282577,3.475394985392645,-0.4382058278686486,-2.554038524450755,-1.2930627295661388,-0.3010319097184151,-2.534694057826237,-0.5748004910814682,3.4591353907577695,0.1521668765166734,1.1832673852501074,-2.276311782067244,-0.2384617185671963,-1.904442595733012,-0.6057758390486054,-0.1740278718910294,0.8371871714210407,1.807694211707381,0.2320258841170161,-1.1670698678616307
ME:M14,1.888531926648381,2.641781273241451,-2.775157711139067,4.747909847864212,-1.3488054111104746,-1.3925297842336006,1.1684553109799425,0.6525048842109947,2.095200750702057,-0.4739175686478482,-2.044757719808223,1.941770780624108,0.7158886726423371,3.052960599974141,0.8661178850948884,-0.634321376176036,0.0717805720329883,-1.515701692415093,2.1452373055979614,-0.1346994092259641,0.4408303128534582,0.2857996089654289,0.4255245311083959,1.0986348247665128,2.019627967646922,0.9108325950499692,-0.4419089739942523,0.2763644484259105,-0.2767125655160833,0.6363812410144042
ME:SK-MEL-2,-4.81374918738666,0.3604948249351704,-5.005372019639206,-1.1791624637338614,-0.989611463076959,-0.1552736033535769,1.275328196168874,-0.1105216670164844,1.3857450327960437,-2.5791915614524252,1.613094416027543,1.0536135463027707,0.5204957361779169,1.540278920486884,-0.4543905483079508,0.1474983468663318,1.471224474970873,-2.4550421868141163,-0.4490613297090738,-1.3070910932335933,-1.5660215541603149,1.9823466339002087,0.1511175731784953,-1.8168038118552263,-1.6965106636062233,1.3902773851765655,0.6358492191725345,-0.1917584161445714,0.1528284193301994,-2.161138459413955
ME:SK-MEL-28,-5.849969423569999,1.690694088778398,-6.878814252137975,-0.7900225273718721,-1.9625065595035456,-0.6646692224161082,2.259410083406836,0.5852935007926807,0.4132459102745743,0.4524589302758879,-0.6989303232056039,0.5060186919386668,0.1459258779223544,-2.449995092946712,0.2774737700228578,0.4543822534399684,-1.307641636066186,0.3717492689822503,-0.4198373402845094,-0.78046866151312,2.075613858056781,-0.4301308717750379,-1.006518314747552,0.6129979476911839,0.8253466693462341,-0.0890740665773449,1.8213037285945952,-0.3575544622312123,-0.7407030444813093,1.318555396287968
ME:SK-MEL-5,1.4074625703896622,0.9088241537566716,-0.034471324977205,-2.545310321163165,-2.424093118097958,-0.4235173029193946,0.244684518118781,2.0482510045701585,1.4237545643789131,0.7325119178814984,0.6547401451246756,-1.067460865812901,-0.4605071496374055,0.1230301639227614,2.030750857402378,2.529494816143561,-0.2239543253649723,-1.6722741956686054,-3.269331058168845,-0.0138960746732093,0.8004450102424022,0.998795518542298,1.003196525007107,1.4546198849862984,1.217880886768266,-2.2444575420535364,-0.8033733736881385,-0.1666412833322293,-0.015897350133829,-0.2273138670539733
ME:UACC-257,-4.674013526346698,2.2519512201776952,-5.613776434452514,0.0403208274582848,-4.197387710171168,-0.6184474367770146,1.5418686017513197,2.3133694481380807,-0.1921216407361316,-0.0246322164380556,0.1538459365323888,-0.3274088624757352,0.6917303187562915,-1.3009255225251428,-0.6545487804799585,1.557179715566856,-1.737959601820405,0.7796796109652854,-0.6397730497184406,0.4858598895879329,0.979556846317848,1.3138256060887596,1.126261040437441,1.4033227837458302,0.7860330468372928,-0.3994164191394151,-0.4020014650987,-1.235127794930638,0.2769928453539025,1.161010314919898
ME:UACC-62,2.651769732869209,-0.2866717956740663,-2.3661386808308156,1.371970826511172,-4.283233585704802,-0.4702398545644207,3.857241778088579,1.3223144437039387,2.539341287766023,0.1005405173703281,-0.1703607914754135,-0.2424136253679092,-2.469252294797323,-0.5632488490020683,-1.341806023429304,0.8273213548023,0.31022807084122,-0.772751083497649,0.3030373527619577,0.4665097695637996,0.4595848094188958,0.2281547046624275,0.024249152251219,-0.5688467970660522,0.2738668928636926,1.3254925776132584,0.4902779298681038,-2.4093855651546665,1.0165728090056498,0.5981933041968266
ME:MDA-MB-435,1.338058918905065,3.1890210081907338,-4.812195243703721,0.4355232449195314,-0.8498114861509668,-0.5276623379927609,-1.424308255788347,0.8864222281308313,1.9060026622227508,-1.141476421841777,-1.4570726973243622,0.7967192251394525,-1.0295292181800175,0.9904938512485164,-0.1582267091237015,1.168330191550497,-1.8972191474775435,-0.5148971563265956,0.797171012549803,-0.6539925973198627,-0.6480173409813562,1.173946594362275,0.8620405373735497,1.6230619822373304,0.6590585331857269,0.5069561952356096,-2.0155006466376286,0.1920697210818015,0.6755263780696894,-1.585010905198524
ME:MDA-N,0.4829500148222491,0.8875821395697797,-1.3204374869213695,0.0626056162314363,0.3602914888377577,0.3232013178195568,-1.0246081945543717,-0.0618906660788314,0.6913258662594053,0.529822763363343,-0.3228593652089265,-0.1897964752290485,-0.3213470859335504,-0.122829279140064,0.4924780676241827,0.4221846633152162,-0.047634745687112,0.5155050465157386,0.0438608862203976,-0.0929712899027843,0.2994389914539829,0.7923038247624768,0.7590312703751386,-0.0887204512726373,0.6231118538889001,0.2273632371831223,-0.3254268261624788,0.7852640819626949,0.50261707583529,-0.0919994730082047
LC:A549/ATCC,0.9099277510279158,3.22839053875552,1.427997692886284,1.298118119287362,0.4373805554488831,1.38223119563678,1.4332512102702006,0.5682149018511488,-1.7298549453269645,1.5316668326717806,-0.5386943599327827,-1.3732461161666216,-1.033264234874132,-1.4171682097857157,-0.1055994456329505,0.4992283511897691,0.7752381351327636,0.4271437756170871,-1.1444242496475054,-0.1136755796013678,0.0041486825654252,-0.9754224419639336,2.0422667692327536,-0.126515406460987,-3.37710098792076,0.507031457124947,-0.8389358499071445,0.6665494729086247,0.5032552063130852,0.1204892348737839
LC:EKVX,-8.955854684642306,-1.6760835156536504,0.2885417861141328,-0.3679292347789293,-0.6760948091542944,0.4248746855575177,-2.0843053429392904,-4.412041946937956,-0.0590883212497559,-1.0134295574820211,-0.2137814207793547,-0.1128080125201474,-0.9549900260799524,0.457389920923675,-0.683557678560765,1.0612578943233395,-3.334607043929203,-3.5999511652291787,-3.9597297704962577,2.288816106713413,0.6509425219956452,-1.0550072715976115,-1.3290762891074832,-0.3498357911723283,-1.777141225389356,0.7264589072811855,-0.4089724863818585,1.7023353877941412,-0.6060557422302922,0.5332931641774978
LC:HOP-62,0.7213081954279351,1.8478878087288,0.2824824173480098,1.6736638671752335,2.2935801261832136,0.8592903773244436,4.962050696572284,-0.7915831060018832,-0.4879122653340801,0.4710020203768526,-0.2464357284200774,-0.3373314839924628,0.7529488852965751,1.88100750323012,-0.599811796525691,-2.4779635126647026,-0.7769022334167932,1.383452757658388,0.245108236709955,0.0215921105086883,-1.2073736771881542,1.8562497709317225,2.355698272621473,1.3505273815617993,-0.8823002235727528,-0.3207203545009369,0.7840243354645957,0.8851558889492728,-1.2871043674812497,0.6024307746198124
